guid,nyu.libraries.collection,dc.title,dc.identifier,dc.source,dc.language,dc.extent,dc.extent,dc.coverage.temporal,dc.coverage.temporal,dc.accrualPeriodicity,dc.coverage.spatial,dc.coverage.spatial,dc.coverage.spatial,dc.coverage.spatial,dc.coverage.jurisdiction
aggregatedNewspapers6682,AggregatedNewspapers,"Jewish News Weekly of Northern California : J, The",,"ProQuest - Ethnic NewsWatch","English",,"FT Gap: 01/01/2004-12/31/2004",33515,"Current",,,,,,
aggregatedNewspapers6683,AggregatedNewspapers,"Jewish News of Greater Phoenix",,"ProQuest - Ethnic NewsWatch","English",,,33578,"Current",,,,,,
aggregatedNewspapers6684,AggregatedNewspapers,"Jewish Press, The",,"ProQuest - Ethnic NewsWatch","English",,"FT Gap: 01/01/1986-12/31/1989",29588,"Current",,,,,,
aggregatedNewspapers6685,AggregatedNewspapers,"Jewish Telegraphic Agency",,"ProQuest - Ethnic NewsWatch","English",,"FT Gap: 01/01/1993-12/31/1993",33848,"Current",,,,,,
aggregatedNewspapers6686,AggregatedNewspapers,"Korea Times; Monthly English ed.",,"ProQuest - Ethnic NewsWatch","English",,,34339,37195,,,,,,
aggregatedNewspapers6687,AggregatedNewspapers,"La Opiniﾗn; Los Angeles, Calif.",,"ProQuest - Ethnic NewsWatch","Spanish",,,33617,"Current",,,,,,
aggregatedNewspapers6688,AggregatedNewspapers,"La Prensa San Diego",,"ProQuest - Ethnic NewsWatch","Spanish",,,38814,"Current",,,,,,
aggregatedNewspapers6689,AggregatedNewspapers,"La Prensa; Longwood, Fla.",,"ProQuest - Ethnic NewsWatch","Spanish",,,38806,"Current",,,,,,
aggregatedNewspapers6690,AggregatedNewspapers,"La Prensa; San Antonio, Tex.",,"ProQuest - Ethnic NewsWatch","Spanish",,,33535,"Current",,,,,,
aggregatedNewspapers6691,AggregatedNewspapers,"La Prensa; Toledo",,"ProQuest - Ethnic NewsWatch","Spanish",,,38959,"Current",,,,,,
aggregatedNewspapers6692,AggregatedNewspapers,"La Voz Nueva; Denver, Colo.",,"ProQuest - Ethnic NewsWatch","Spanish",,,33625,"Current",,,,,,
aggregatedNewspapers6693,AggregatedNewspapers,"La Voz de Houston",,"ProQuest - Ethnic NewsWatch","Spanish",,,33716,"Current",,,,,,
aggregatedNewspapers6694,AggregatedNewspapers,"MetroWest Jewish News",,"ProQuest - Ethnic NewsWatch","English",,,34711,35607,,,,,,
aggregatedNewspapers6695,AggregatedNewspapers,"Miami Times",,"ProQuest - Ethnic NewsWatch","English",,,33591,"Current",,,,,,
aggregatedNewspapers6696,AggregatedNewspapers,"Michigan Chronicle",,"ProQuest - Ethnic NewsWatch","English",,,34339,"Current",,,,,,
aggregatedNewspapers6697,AggregatedNewspapers,"Michigan Citizen",,"ProQuest - Ethnic NewsWatch","English",,,32879,"Current",,,,,,
aggregatedNewspapers6698,AggregatedNewspapers,"Mississippi Link",,"ProQuest - Ethnic NewsWatch","English",,,36880,"Current",,,,,,
aggregatedNewspapers6699,AggregatedNewspapers,"Montreal Community Contact",,"ProQuest - Ethnic NewsWatch","English",,,34607,"Current",,,,,,
aggregatedNewspapers6700,AggregatedNewspapers,"Mundo Hispanico",,"ProQuest - Ethnic NewsWatch","Spanish",,,33543,"Current",,,,,,
aggregatedNewspapers6701,AggregatedNewspapers,"Native American Times",,"ProQuest - Ethnic NewsWatch","English",,,36585,"Current",,,,,,
aggregatedNewspapers6702,AggregatedNewspapers,"Native Nevadan, The",,"ProQuest - Ethnic NewsWatch","English",,,33542,33785,,,,,,
aggregatedNewspapers6703,AggregatedNewspapers,"Native Voice, The",,"ProQuest - Ethnic NewsWatch","English",,,37343,"Current",,,,,,
aggregatedNewspapers6704,AggregatedNewspapers,"Navajo Nation Today, The",,"ProQuest - Ethnic NewsWatch","English",,,33526,33651,,,,,,
aggregatedNewspapers6705,AggregatedNewspapers,"Navajo Times",,"ProQuest - Ethnic NewsWatch","English",,,34738,"Current",,,,,,
aggregatedNewspapers6706,AggregatedNewspapers,"New Pittsburgh Courier; City Edition",,"ProQuest - Ethnic NewsWatch","English",,"FT Gap: 01/01/1963-12/31/1963; 01/01/1965-12/31/1990",21861,"Current",,,,,,
aggregatedNewspapers6707,AggregatedNewspapers,"New Voice of New York, Inc.",,"ProQuest - Ethnic NewsWatch","English",,,33677,38673,,,,,,
aggregatedNewspapers6708,AggregatedNewspapers,"New York Amsterdam News",,"ProQuest - Ethnic NewsWatch","English",,,33971,"Current",,,,,,
aggregatedNewspapers6709,AggregatedNewspapers,"New York Beacon",,"ProQuest - Ethnic NewsWatch","English",,,33513,"Current",,,,,,
aggregatedNewspapers6710,AggregatedNewspapers,"New York Jewish Week, The; Manhattan edition",,"ProQuest - Ethnic NewsWatch","English",,,34347,"Current",,,,,,
aggregatedNewspapers6711,AggregatedNewspapers,"News India - Times",,"ProQuest - Ethnic NewsWatch","English",,,33466,"Current",,,,,,
aggregatedNewspapers6712,AggregatedNewspapers,"News from Indian Country",,"ProQuest - Ethnic NewsWatch","English",,,32874,"Current",,,,,,
aggregatedNewspapers6713,AggregatedNewspapers,"North American Post",,"ProQuest - Ethnic NewsWatch","English",,,35566,37058,,,,,,
aggregatedNewspapers6714,AggregatedNewspapers,"North American Post (2004)",,"ProQuest - Ethnic NewsWatch","English",,,38360,"Current",,,,,,
aggregatedNewspapers6715,AggregatedNewspapers,"Northwest Asian Weekly",,"ProQuest - Ethnic NewsWatch","English",,,34118,"Current",,,,,,
aggregatedNewspapers6716,AggregatedNewspapers,"Northwest Nikkei",,"ProQuest - Ethnic NewsWatch","English",,"FT Gap: 01/01/1998-12/31/1998",34425,37947,,,,,,
aggregatedNewspapers6717,AggregatedNewspapers,"Oakland Post",,"ProQuest - Ethnic NewsWatch","English",,,33534,"Current",,,,,,
aggregatedNewspapers6718,AggregatedNewspapers,"Ojibwe Akiing",,"ProQuest - Ethnic NewsWatch","English",,,35430,"Current",,,,,,
aggregatedNewspapers6719,AggregatedNewspapers,"Ojibwe News, The",,"ProQuest - Ethnic NewsWatch","English",,,34341,"Current",,,,,,
aggregatedNewspapers6720,AggregatedNewspapers,"Pequot Times",,"ProQuest - Ethnic NewsWatch","English",,,36556,"Current",,,,,,
aggregatedNewspapers6721,AggregatedNewspapers,"Philadelphia Tribune",,"ProQuest - Ethnic NewsWatch","English",,,33241,"Current",,,,,,
aggregatedNewspapers6722,AggregatedNewspapers,"Polish American Journal; National ed.",,"ProQuest - Ethnic NewsWatch","English",,,32994,"Current",,,,,,
aggregatedNewspapers6723,AggregatedNewspapers,"Precinct Reporter",,"ProQuest - Ethnic NewsWatch","English",,,34123,"Current",,,,,,
aggregatedNewspapers6724,AggregatedNewspapers,"Raven's Eye",,"ProQuest - Ethnic NewsWatch","English",,,35581,"Current",,,,,,
aggregatedNewspapers6725,AggregatedNewspapers,"Recorder; Indianapolis, Ind.",,"ProQuest - Ethnic NewsWatch","English",,,33565,"Current",,,,,,
aggregatedNewspapers6726,AggregatedNewspapers,"Red Sticks Press",,"ProQuest - Ethnic NewsWatch","English",,,34515,35246,,,,,,
aggregatedNewspapers6727,AggregatedNewspapers,"Reunion",,"ProQuest - Ethnic NewsWatch","English",,,34546,35369,,,,,,
aggregatedNewspapers6728,AggregatedNewspapers,"Richmond Afro-American and the Richmond Planet, The",,"ProQuest - Ethnic NewsWatch","English",,,33880,35095,,,,,,
aggregatedNewspapers6729,AggregatedNewspapers,"Sacramento Observer",,"ProQuest - Ethnic NewsWatch","English",,,33514,"Current",,,,,,
aggregatedNewspapers6730,AggregatedNewspapers,"San Francisco Metro Reporter",,"ProQuest - Ethnic NewsWatch","English",,,33475,34448,,,,,,
aggregatedNewspapers6731,AggregatedNewspapers,"Saskatchewan Sage",,"ProQuest - Ethnic NewsWatch","English",,,35369,"Current",,,,,,
aggregatedNewspapers6732,AggregatedNewspapers,"Scathan, An",,"ProQuest - Ethnic NewsWatch","English",,,34789,35976,,,,,,
aggregatedNewspapers6733,AggregatedNewspapers,"Seminole Tribune",,"ProQuest - Ethnic NewsWatch","English",,,32890,"Current",,,,,,
aggregatedNewspapers6734,AggregatedNewspapers,"Sentinel; Los Angeles, Calif.",,"ProQuest - Ethnic NewsWatch","English",,,33528,"Current",,,,,,
aggregatedNewspapers6735,AggregatedNewspapers,"Sho - Ban News",,"ProQuest - Ethnic NewsWatch","English",,,33563,"Current",,,,,,
aggregatedNewspapers6736,AggregatedNewspapers,"Skanner, The; Portland, Or.",,"ProQuest - Ethnic NewsWatch","English",,"FT Gap: 01/01/1979-12/31/1979; 01/01/1982-12/31/1982; 01/01/1984-12/31/1990",27676,"Current",,,,,,
aggregatedNewspapers6737,AggregatedNewspapers,"Skanner, The; Seattle edition",,"ProQuest - Ethnic NewsWatch","English",,,33513,"Current",,,,,,
aggregatedNewspapers6738,AggregatedNewspapers,"Speakin' Out News",,"ProQuest - Ethnic NewsWatch","English",,"FT Gap: 01/01/2001-12/31/2001",35864,"Current",,,,,,
aggregatedNewspapers6739,AggregatedNewspapers,"Sun Reporter; San Francisco, Calif.",,"ProQuest - Ethnic NewsWatch","English",,,33485,"Current",,,,,,
aggregatedNewspapers6740,AggregatedNewspapers,"Take Pride! Community Magazine",,"ProQuest - Ethnic NewsWatch","English",,"FT Gap: 01/01/2002-12/31/2003",36618,"Current",,,,,,
aggregatedNewspapers6741,AggregatedNewspapers,"Tennessee Tribune, The",,"ProQuest - Ethnic NewsWatch","English",,,34736,"Current",,,,,,
aggregatedNewspapers6742,AggregatedNewspapers,"Theweek",,"ProQuest - Ethnic NewsWatch","English",,"FT Gap: 01/01/1995-12/31/1995",34477,36199,,,,,,
aggregatedNewspapers6743,AggregatedNewspapers,"Tri - State Defender",,"ProQuest - Ethnic NewsWatch","English",,"FT Gap: 01/01/1991-12/31/1993",31049,"Current",,,,,,
aggregatedNewspapers6744,AggregatedNewspapers,"Tundra Times",,"ProQuest - Ethnic NewsWatch","English",,,34136,35564,,,,,,
aggregatedNewspapers6745,AggregatedNewspapers,"Ukrainian Weekly",,"ProQuest - Ethnic NewsWatch","English",,,33972,"Current",,,,,,
aggregatedNewspapers6746,AggregatedNewspapers,"Voice, The; London",,"ProQuest - Ethnic NewsWatch","English",,,,,,,,,,
aggregatedNewspapers6747,AggregatedNewspapers,"WE MBI; English ed.",,"ProQuest - Ethnic NewsWatch","English",,,33993,34371,,,,,,
aggregatedNewspapers6748,AggregatedNewspapers,"Washington Informer",,"ProQuest - Ethnic NewsWatch","English",,"FT Gap: 01/01/1982-12/31/1982; 01/01/1987-12/31/1991",29594,"Current",,,,,,
aggregatedNewspapers6749,AggregatedNewspapers,"Weekly Gleaner, The; North American ed.",,"ProQuest - Ethnic NewsWatch","English",,,37264,"Current",,,,,,
aggregatedNewspapers6750,AggregatedNewspapers,"Westside Gazette",,"ProQuest - Ethnic NewsWatch","English",,,37440,"Current",,,,,,
aggregatedNewspapers6751,AggregatedNewspapers,"Wind River News",,"ProQuest - Ethnic NewsWatch","English",,"FT Gap: 01/01/1987-12/31/1987; 01/01/1990-12/31/1990",31041,"Current",,,,,,
aggregatedNewspapers6752,AggregatedNewspapers,"Windspeaker",,"ProQuest - Ethnic NewsWatch","English",,,33973,"Current",,,,,,
aggregatedNewspapers6753,AggregatedNewspapers,"American - Arab Affairs",,"ProQuest - Ethnic NewsWatch","English",,,09/30/1984,06/30/1991,,,,,,
aggregatedNewspapers6754,AggregatedNewspapers,"Chickaloon News, The",,"ProQuest - Ethnic NewsWatch","English",,,12/01/2004,"Current",,,,,,
aggregatedNewspapers6755,AggregatedNewspapers,"Deep South Jewish Voice",,"ProQuest - Ethnic NewsWatch","English",,,12/01/2005,"Current",,,,,,
aggregatedNewspapers6756,AggregatedNewspapers,"Ethnic Studies Review",,"ProQuest - Ethnic NewsWatch","English",,,02/28/1996,"Current",,,,,,
aggregatedNewspapers6757,AggregatedNewspapers,"Foilsiﾜ",,"ProQuest - Ethnic NewsWatch","English",,,04/01/2001,"Current",,,,,,
aggregatedNewspapers6758,AggregatedNewspapers,"Indian Life & Style",,"ProQuest - Ethnic NewsWatch","English",,,01/01/2006,"Current",,,,,,
aggregatedNewspapers6759,AggregatedNewspapers,"Issues",,"ProQuest - Ethnic NewsWatch","English",,,12/31/2001,08/31/2003,,,,,,
aggregatedNewspapers6760,AggregatedNewspapers,"Ontario Birchbark",,"ProQuest - Ethnic NewsWatch","English",,,04/01/2002,"Current",,,,,,
aggregatedNewspapers6761,AggregatedNewspapers,"Washington Jewish Week",,"ProQuest - Ethnic NewsWatch","English",,,01/01/2004,"Current",,,,,,
aggregatedNewspapers6762,AggregatedNewspapers,"Akwesasne Notes (1985-1989)",,"ProQuest - Ethnic NewsWatch: A History","English",,,31078,32842,,,,,,
aggregatedNewspapers6763,AggregatedNewspapers,"Armenian Reporter International (1967-1988)",,"ProQuest - Ethnic NewsWatch: A History","English",,"FT Gap: 01/01/1974-12/31/1976",24778,32422,,,,,,
aggregatedNewspapers6764,AggregatedNewspapers,"Asian Week (1983-1989)",,"ProQuest - Ethnic NewsWatch: A History","English",,,30322,32864,,,,,,
aggregatedNewspapers6765,AggregatedNewspapers,"Bay State Banner (1965-1979)",,"ProQuest - Ethnic NewsWatch: A History","English",,"FT Gap: 01/01/1975-12/31/1976",24010,29216,,,,,,
aggregatedNewspapers6766,AggregatedNewspapers,"CVN (1979-1989), The",,"ProQuest - Ethnic NewsWatch: A History","English",,,29006,32873,,,,,,
aggregatedNewspapers6767,AggregatedNewspapers,"Cherokee Phoenix and Indian Advocate (1977-1989)",,"ProQuest - Ethnic NewsWatch: A History","English",,,28184,32598,,,,,,
aggregatedNewspapers6768,AggregatedNewspapers,"Fort Apache Scout (1964-1980)",,"ProQuest - Ethnic NewsWatch: A History","English",,"FT Gap: 01/01/1965-12/31/1969; 01/01/1982-12/31/1983; 01/01/1986-12/31/1986",23497,32129,,,,,,
aggregatedNewspapers6769,AggregatedNewspapers,"India - West (1975-1987)",,"ProQuest - Ethnic NewsWatch: A History","English",,,27699,32010,,,,,,
aggregatedNewspapers6770,AggregatedNewspapers,"India Abroad (1987-1989); New York edition",,"ProQuest - Ethnic NewsWatch: A History","English",,,32052,32871,,,,,,
aggregatedNewspapers6771,AggregatedNewspapers,"Indian Country Today (1983-1988)",,"ProQuest - Ethnic NewsWatch: A History","English",,,30420,32504,,,,,,
aggregatedNewspapers6772,AggregatedNewspapers,"International Examiner (1976-1987)",,"ProQuest - Ethnic NewsWatch: A History","English",,,27790,32127,,,,,,
aggregatedNewspapers6773,AggregatedNewspapers,"Italian Voice (1982-1989)",,"ProQuest - Ethnic NewsWatch: A History","English",,,30105,32870,,,,,,
aggregatedNewspapers6774,AggregatedNewspapers,"Jewish Press (1977-1989), The",,"ProQuest - Ethnic NewsWatch: A History","English",,"FT Gap: 01/01/1981-12/31/1985",28139,32864,,,,,,
aggregatedNewspapers6775,AggregatedNewspapers,"Michigan Citizen (1988-1989)",,"ProQuest - Ethnic NewsWatch: A History","English",,,32151,32872,,,,,,
aggregatedNewspapers6776,AggregatedNewspapers,"New Pittsburgh Courier (1960-1965); National edition",,"ProQuest - Ethnic NewsWatch: A History","English",,,21917,24101,,,,,,
aggregatedNewspapers6777,AggregatedNewspapers,"New York Jewish Week (1973-1981), The; Manhattan edition",,"ProQuest - Ethnic NewsWatch: A History","English",,,26975,29611,,,,,,
aggregatedNewspapers6778,AggregatedNewspapers,"News from Indian Country (1985-1989)",,"ProQuest - Ethnic NewsWatch: A History","English",,,31137,32873,,,,,,
aggregatedNewspapers6779,AggregatedNewspapers,"Oakland Post (1968-1976)",,"ProQuest - Ethnic NewsWatch: A History","English",,,25092,27878,,,,,,
aggregatedNewspapers6780,AggregatedNewspapers,"Polish American Journal (1984-1985); National ed.",,"ProQuest - Ethnic NewsWatch: A History","English",,,31032,31412,,,,,,
aggregatedNewspapers6781,AggregatedNewspapers,"Recorder (1980-1980); Indianapolis, Ind.",,"ProQuest - Ethnic NewsWatch: A History","English",,,29225,29337,,,,,,
aggregatedNewspapers6782,AggregatedNewspapers,"Seminole Tribune (1984-1989)",,"ProQuest - Ethnic NewsWatch: A History","English",,,30743,32862,,,,,,
aggregatedNewspapers6783,AggregatedNewspapers,"Sho - Ban News (1979-1989)",,"ProQuest - Ethnic NewsWatch: A History","English",,,28858,32779,,,,,,
aggregatedNewspapers6784,AggregatedNewspapers,"Skanner (1975-1988), The; Portland, Or.",,"ProQuest - Ethnic NewsWatch: A History","English",,"FT Gap: 01/01/1984-12/31/1984",27681,32456,,,,,,
aggregatedNewspapers6785,AggregatedNewspapers,"Sun Reporter (1968-1979); San Francisco, Calif.",,"ProQuest - Ethnic NewsWatch: A History","English",,,25165,29216,,,,,,
aggregatedNewspapers6786,AggregatedNewspapers,"Tri - State Defender (1959-1979); Memphis, Tenn.",,"ProQuest - Ethnic NewsWatch: A History","English",,"FT Gap: 01/01/1965-12/31/1971",21553,29218,,,,,,
aggregatedNewspapers6787,AggregatedNewspapers,"American - Arab Affairs",,"ProQuest - Ethnic NewsWatch: A History","English",,,09/30/1984,06/30/1991,,,,,,
aggregatedNewspapers6788,AggregatedNewspapers,"Fairfield County Woman",,"ProQuest - GenderWatch","English",,,,,,,,,,
aggregatedNewspapers6789,AggregatedNewspapers,"Feminist Voices",,"ProQuest - GenderWatch","English",,,34795,36038,,,,,,
aggregatedNewspapers6790,AggregatedNewspapers,"Hera",,"ProQuest - GenderWatch","English",,,29737,36160,,,,,,
aggregatedNewspapers6791,AggregatedNewspapers,"Hurricane Alice",,"ProQuest - GenderWatch","English",,"FT Gap: 01/01/1986-12/31/1991",30436,37011,,,,,,
aggregatedNewspapers6792,AggregatedNewspapers,"New York Times Women's Health, The",,"ProQuest - GenderWatch","English",,,35603,35967,,,,,,
aggregatedNewspapers6793,AggregatedNewspapers,"Women's Times",,"ProQuest - GenderWatch","English",,,34242,37134,,,,,,
aggregatedNewspapers6794,AggregatedNewspapers,"Advancing Women in Leadership",,"ProQuest - GenderWatch","English",,,04/01/2005,"Current",,,,,,
aggregatedNewspapers6795,AggregatedNewspapers,"Against All Odds",,"ProQuest - GenderWatch","English",,,01/31/1994,01/31/1994,,,,,,
aggregatedNewspapers6796,AggregatedNewspapers,"Attorneys for the Rights of the Child Newsletter",,"ProQuest - GenderWatch","English",,,01/01/2004,12/01/2005,,,,,,
aggregatedNewspapers6797,AggregatedNewspapers,"Campaigning",,"ProQuest - GenderWatch","English",,,03/01/2006,"Current",,,,,,
aggregatedNewspapers6798,AggregatedNewspapers,"Duke Journal of Gender Law & Policy",,"ProQuest - GenderWatch","English",,,04/01/2006,"Current",,,,,,
aggregatedNewspapers6799,AggregatedNewspapers,"Feminist Nightmares",,"ProQuest - GenderWatch","English",,,01/31/1994,01/31/1994,,,,,,
aggregatedNewspapers6800,AggregatedNewspapers,"Health and Stress",,"ProQuest - GenderWatch","English",,,01/01/2006,"Current",,,,,,
aggregatedNewspapers6801,AggregatedNewspapers,"Illness and Power",,"ProQuest - GenderWatch","English",,,01/31/1995,01/31/1995,,,,,,
aggregatedNewspapers6802,AggregatedNewspapers,"In the Family",,"ProQuest - GenderWatch","English",,,07/01/1995,04/01/2005,,,,,,
aggregatedNewspapers6803,AggregatedNewspapers,"Magistra",,"ProQuest - GenderWatch","English",,"FT Gap: 01/01/1999-12/31/1999; 01/01/2003-12/31/2004",01/01/1995,"Current",,,,,,
aggregatedNewspapers6804,AggregatedNewspapers,"Mastering Slavery",,"ProQuest - GenderWatch","English",,,01/31/1996,01/31/1996,,,,,,
aggregatedNewspapers6805,AggregatedNewspapers,"Michigan Feminist Studies",,"ProQuest - GenderWatch","English",,,01/01/1997,"Current",,,,,,
aggregatedNewspapers6806,AggregatedNewspapers,"Michigan Journal of Gender & Law",,"ProQuest - GenderWatch","English",,,01/01/2006,"Current",,,,,,
aggregatedNewspapers6807,AggregatedNewspapers,"Mothering",,"ProQuest - GenderWatch","English",,,05/01/2006,"Current",,,,,,
aggregatedNewspapers6808,AggregatedNewspapers,"Out",,"ProQuest - GenderWatch","English",,,05/01/2006,"Current",,,,,,
aggregatedNewspapers6809,AggregatedNewspapers,"Out Traveler, The",,"ProQuest - GenderWatch","English",,,07/01/2006,"Current",,,,,,
aggregatedNewspapers6810,AggregatedNewspapers,"Remaking the Economy",,"ProQuest - GenderWatch","English",,,12/31/1995,12/31/1995,,,,,,
aggregatedNewspapers6811,AggregatedNewspapers,"Search for a Woman-Centered Spirituality, The",,"ProQuest - GenderWatch","English",,,01/31/1992,01/31/1992,,,,,,
aggregatedNewspapers6812,AggregatedNewspapers,"Sexuality and War",,"ProQuest - GenderWatch","English",,,01/30/1990,01/30/1990,,,,,,
aggregatedNewspapers6813,AggregatedNewspapers,"Standpoint",,"ProQuest - GenderWatch","English",,,12/31/1982,"Current",,,,,,
aggregatedNewspapers6814,AggregatedNewspapers,"Transgender Tapestry",,"ProQuest - GenderWatch","English",,,10/01/2005,"Current",,,,,,
